// Cantrips
// -----------------
// Alter Flames
// Buoyancy					AGTT_Shout_Buoyancy
// Candlelight				AGTT_Shout_Candlelight
// Chop (Ritual)
// Copy Text
// Fortify					AGTT_Shout_Fortify
// Mending
// Beast Finder
// Vero's Knock				AGTT_Projectile_VerosKnock

data "PrepareEffect" "VFX_Spells_Prepare_Arcane_Damage_Necrotic_R_HandFX_01:Dummy_R_HandFX::0:None::None::0:0::::;VFX_Spells_Prepare_Arcane_Damage_Necrotic_R_HandFX_Textkey_01:Dummy_R_HandFX:VFX_Prepare_01:0:None::None::0:0::::"
data "CastEffect" "VFX_Spells_Cast_Damage_Necrotic_TargetTouch_R_HandFX_01:Dummy_R_HandFX::0:None::None::0:0::::;VFX_Spells_Cast_Damage_Necrotic_TargetTouch_R_HandFX_Textkey_01:Dummy_R_HandFX:Cast:0:None::None::0:0::::;VFX_Spells_Cast_Damage_Necrotic_TargetTouch_PostProcess_R_HandFX_01:Dummy_R_HandFX::0:None::None::0:0::::"
data "TargetEffect" "VFX_Spells_Cast_Damage_Necrotic_TargetTouch_Impact_BodyFX_ChillToutch_Textkey_01,FaceSource,Detach:Dummy_BodyFX:VFX_Somatic_01:0:None::None::0:0::::;VFX_Spells_Cast_Damage_Necrotic_TargetTouch_Impact_Root_Textkey_01:Dummy_BodyFX:VFX_Somatic_02:0:None::None::0:0::::;VFX_Spells_Cast_Damage_Necrotic_TargetTouch_Impact_HandFX_Textkey_01:Dummy_HeadFX,Dummy_R_HandFX,Dummy_L_HandFX:VFX_Somatic_02:0:None::None::0:0::::;VFX_Spells_Cast_Damage_Necrotic_TargetTouch_Impact_Root_Textkey_PostProcess_01,Detach:Dummy_BodyFX:Cast:0:None::None::0:0::::"
data "CastTextEvent" "Cast"
data "CastSound" "Spell_Cast_Damage_Necrotic_ChillTouch_L1to3"
data "VocalComponentSound" "Vocal_Component_DamageNecroticGhostly"
data "TargetSound" "Spell_Impact_Damage_Necrotic_ChillTouch_L1to3"
data "CycleConditions" "Enemy() and not Dead()"
data "UseCosts" "ActionPoint:1;SpellSlot:1:1:2"
data "SpellAnimationArcaneMagic" "3ff87abf-1ea1-4c32-aadf-c822d74c7dc0(SPL_Arcane_Damage_Combat_01_Prepare);;ab7b6aac-b3c9-4918-8f17-f777a94dcb5e(SPL_Somatic_Target_Combat_01_Cast);57211a11-ed0b-46d7-9369-81df25a85df6(SPL_Somatic_Target_Combat_01_Recover);;"
data "SpellAnimationDivineMagic" "3ff87abf-1ea1-4c32-aadf-c822d74c7dc0(SPL_Arcane_Damage_Combat_01_Prepare);;ab7b6aac-b3c9-4918-8f17-f777a94dcb5e(SPL_Somatic_Target_Combat_01_Cast);57211a11-ed0b-46d7-9369-81df25a85df6(SPL_Somatic_Target_Combat_01_Recover);;"
data "SpellAnimationNoneMagic" "3ff87abf-1ea1-4c32-aadf-c822d74c7dc0(SPL_Arcane_Damage_Combat_01_Prepare);;ab7b6aac-b3c9-4918-8f17-f777a94dcb5e(SPL_Somatic_Target_Combat_01_Cast);57211a11-ed0b-46d7-9369-81df25a85df6(SPL_Somatic_Target_Combat_01_Recover);;"
data "VerbalIntent" "Damage"
data "SpellFlags" "HasSomaticComponent;IsSpell;HasHighGroundRangeExtension;IsHarmful"

// Not sure if possible until Warding Bond is implemented
//new entry "AGTT_Target_Lifelink"
//type "SpellData"

new entry "AGTT_Shout_LightningShield"
type "SpellData"
data "SpellType" "Shout"
data "Icon" "unknown"
data "SpellSchool" "Alteration"
data "Level" "2"
data "DisplayName" "Lightning Shield"
data "Description" "Snapping sparks surround your body for the duration, giving light, and providing you with Resistance to Lightning damage. Additionally, whenever a creature within Melee range attacks you, the shield electrifies your attacker for [1]"
data "DescriptionParams" "DealDamage(6d4, Lightning)"
data "ExtraDescription" "You can end the spell early by using an action to dismiss it."
data "SpellProperties" "ApplyStatus(AGTT_STATUS_LIGHTNINGSHIELD, 100, 9)"
data "TooltipStatusApply" "ApplyStatus(AGTT_STATUS_LIGHTNINGSHIELD, 100, 9)"
data "UseCosts" "ActionPoint:1;SpellSlot:1:1:2"
data "TargetRadius" "MainMeleeWeaponRange"
data "TargetConditions" "Self() and not Dead()"
data "CastTextEvent" "Cast"
data "VocalComponentSound" "Vocal_Component_BuffMovement"
data "SpellAnimationArcaneMagic" "03496c4a-49e0-4132-b585-3e5ecd1ad8e5(SPL_Arcane_Buff_Combat_01_Prepare);;a4da186a-0872-461e-ae5e-93d5b32b9bef(SPL_Somatic_Circle_1HandCW_Combat_01_Cast);;;"
data "SpellAnimationDivineMagic" "f0e00e36-4d0d-4037-830c-fe09383c0d43(SPL_Divine_Buff_Combat_01_Prepare);;a4da186a-0872-461e-ae5e-93d5b32b9bef(SPL_Somatic_Circle_1HandCW_Combat_01_Cast);;;"
data "SpellAnimationNoneMagic" "03496c4a-49e0-4132-b585-3e5ecd1ad8e5(SPL_Arcane_Buff_Combat_01_Prepare);;a4da186a-0872-461e-ae5e-93d5b32b9bef(SPL_Somatic_Circle_1HandCW_Combat_01_Cast);;;"
data "VerbalIntent" "Buff"
data "SpellFlags" "HasVerbalComponent;HasSomaticComponent;IsSpell;CannotTargetTerrain"
data "MemoryCost" "1"

new entry "AGTT_Shout_DismissLightningShield"
type "SpellData"
data "SpellType" "Shout"
using "AGTT_Shout_DismissFireShield"
data "Icon" "unknown"
data "DisplayName" "Dismiss Lightning Shield"
data "Description" "You dismiss Lightning Shield, ending the Status effect."
data "TooltipStatusApply" "RemoveStatus(AGTT_STATUS_FROSTSHIELD)"
data "SpellProperties" "RemoveStatus(AGTT_STATUS_FROSTSHIELD)"

new entry "AGTT_Target_Lucksap"
type "SpellData"
data "SpellType" "Target"
data "ContainerSpells" "AGTT_Target_Lucksap_Foil;AGTT_Target_Lucksap_Fumble;AGTT_Target_Lucksap_Foul"
data "Level" "2"
data "SpellSchool" "Alteration"
data "Icon" "Spell_Enchantment_Hex"
data "DisplayName" "Lucksap"
data "Description" "When you cast this spell, you bestow a minor curse on a creature you can see within range. That creature must make a successful Wisdom saving throw, or suffer your choice of on of the following effects for the duration: Foil: The target has disadvantage on Intelligence and Wisdom saving throws. | Fumble: The target has disadvantage on Attack rolls. | Foul: Whenever the target is attacked, they deal an extra [1]."
data "SpellRoll" "not SavingThrow(Ability.Wisdom, SourceSpellDC())"
data "TargetRadius" "18"
data "DescriptionParams" "DealDamage(1d8, Necrotic)"
data "PrepareEffect" "VFX_Spells_Prepare_Arcane_Intent_Debuff_R_HandFX_01:Dummy_R_HandFX::0:None::None::0:0::::;VFX_Spells_Prepare_Arcane_Intent_Debuff_R_HandFX_Textkey_01:Dummy_R_HandFX:VFX_Prepare_01:0:None::None::0:0::::;VFX_Spells_Prepare_Arcane_Intent_Debuff_L_HandFX_Textkey_01:Dummy_L_HandFX:VFX_Prepare_01:0:None::None::0:0::::;VFX_Spells_Prepare_Arcane_Intent_Debuff_EyeFX_01:Dummy_EyeFX_01,Dummy_EyeFX_02:VFX_Prepare_01:0:None::None::0:0::::"
data "CastEffect" "VFX_Spells_Cast_Intent_Debuff_TargetSingle_R_HandFX_01,KeepRot:Dummy_R_HandFX::0:None::None::0:0::::;VFX_Spells_Cast_Intent_Debuff_TargetSingle_R_HandFX_Textkey_01,Detach:Dummy_R_HandFX:VFX_Somatic_03:0:None::None::0:0::::"
data "TargetEffect" "VFX_Spells_Cast_Intent_Debuff_TargetSingle_Impact_Root_Textkey_01:Dummy_Root:Cast:0:None::None::0:0::::;VFX_Spells_Cast_Intent_Debuff_TargetSingle_Impact_BodyFX_Textkey_01:Dummy_BodyFX:Cast:0:None::None::0:0::::;VFX_Spells_Cast_Intent_Debuff_TargetSingle_PostProcess_Textkey_01:Dummy_Root:Cast:0:None::None::0:0::::"
data "CastTextEvent" "Cast"
data "CastSound" "Spell_Cast_Debuff_Hex_L1to3"
data "VocalComponentSound" "Vocal_Component_Curse"
data "TargetSound" "Spell_Impact_Debuff_Hex_L1to3"
data "CycleConditions" "Enemy() and not Dead()"
data "UseCosts" "BonusActionPoint:1; SpellSlotsGroup:1:1:2"
data "SpellAnimationArcaneMagic" "9313094a-bae2-454f-9701-f920d0e8e98d(SPL_Arcane_Debuff_Combat_01_Prepare);;ab7b6aac-b3c9-4918-8f17-f777a94dcb5e(SPL_Somatic_Target_Combat_01_Cast);57211a11-ed0b-46d7-9369-81df25a85df6(SPL_Somatic_Target_Combat_01_Recover);;"
data "SpellAnimationDivineMagic" "9313094a-bae2-454f-9701-f920d0e8e98d(SPL_Arcane_Debuff_Combat_01_Prepare);;ab7b6aac-b3c9-4918-8f17-f777a94dcb5e(SPL_Somatic_Target_Combat_01_Cast);57211a11-ed0b-46d7-9369-81df25a85df6(SPL_Somatic_Target_Combat_01_Recover);;"
data "SpellAnimationNoneMagic" "9313094a-bae2-454f-9701-f920d0e8e98d(SPL_Arcane_Debuff_Combat_01_Prepare);;ab7b6aac-b3c9-4918-8f17-f777a94dcb5e(SPL_Somatic_Target_Combat_01_Cast);57211a11-ed0b-46d7-9369-81df25a85df6(SPL_Somatic_Target_Combat_01_Recover);;"
data "VerbalIntent" "Debuff"
data "SpellFlags" "HasVerbalComponent;HasSomaticComponent;IsConcentration;IsSpell;IsConcentration;CannotTargetTerrain;IsLinkedSpellContainer"
data "MemoryCost" "1"


new entry "AGTT_Target_Lucksap_Foil"
type "SpellData"
data "SpellType" "Target"
using "AGTT_Target_Lucksap"
data "SpellContainerID" "AGTT_Target_Lucksap"
data "DisplayName" "Foil"
data "Description" "The target has disadvantage on Intelligence and Wisdom saving throws."
data "TooltipStatusApply" "ApplyStatus(AGTT_STATUS_FOIL, 100, 85)"
data "SpellSuccess" "ApplyStatus(AGTT_STATUS_FOIL, 100, 85)"


new entry "AGTT_Target_Lucksap_Fumble"
type "SpellData"
data "SpellType" "Target"
using "AGTT_Target_Lucksap"
data "SpellContainerID" "AGTT_Target_Lucksap"
data "DisplayName" "Fumble"
data "Description" "The target has disadvantage on Attack rolls."
data "TooltipStatusApply" "ApplyStatus(AGTT_STATUS_FUMBLE, 100, 85)"
data "SpellSuccess" "ApplyStatus(AGTT_STATUS_FUMBLE, 100, 85)"


new entry "AGTT_Target_Lucksap_Foul"
type "SpellData"
data "SpellType" "Target"
using "AGTT_Target_Lucksap"
data "SpellContainerID" "AGTT_Target_Lucksap"
data "DisplayName" "Foul"
data "Description" "Whenever the target is attacked, it takes [1]"
data "DescriptionParams" "DealDamage(1d8, Necrotic)"
data "TooltipStatusApply" "ApplyStatus(AGTT_STATUS_FOUL, 100, 85)"
data "SpellSuccess" "ApplyStatus(AGTT_STATUS_FOUL, 100, 85)"

new entry "AGTT_Target_Razorskin"
type "SpellData"
data "SpellType" "Target"
using "AGTT_Target_Oakflesh"
data "Level" "2"
data "DisplayName" "Razorskin"
data "Description" "You touch a creature, transforming their skin into Razor-Sharp scales. Its Armor Class can't become lower than 15, regardless of armor. In addition, any creature that attacks it with a melee attack during the duration must roll a Dexterity saving throw. On a failed save, the creature takes [1]."
data "ExtraDescription" "On a succesful save, attackin creatures take only half as much damage."
data "TooltipDamageList" "DealDamage(2d4, Slashing)"
data "DescriptionParams" "DealDamage(2d4, Slashing)"
data "SpellProperties" "ApplyStatus(AGTT_STATUS_OAKFLESH, 100, 9)"
data "TooltipStatusApply" "ApplyStatus(AGTT_STATUS_OAKFLESH, 100, 9)"
data "UseCosts" "ActionPoint:1;SpellSlot:1:1:2"
data "SpellFlags" "IsSpell;HasSomaticComponent;IsConcentration"

new entry "AGTT_Target_Shatter"
type "SpellData"
using "Target_Shatter"

new entry "AGTT_Shout_Spellstrike"
type "SpellData"
data "SpellType" "Shout"
data "Icon" "unknown"
data "SpellSchool" "Alteration"
data "DisplayName" "Spellstrike"
data "Description" "You may add your Wisdom modifier to any melee or ranged attacks you make. In addition, your attacks deal an additional [1]"
data "DescriptionParams" "DealDamage(1d4, Force)"
data "TooltipStatusApply" "ApplyStatus(AGTT_STATUS_SPELLSTRIKE,100,9)"
data "SpellProperties" "ApplyStatus(AGTT_STATUS_SPELLSTRIKE,100,9)"
data "PrepareEffect" "VFX_Actions_Prepare_Common_ActionSurge_Root_01:::0:None::None::0:0::::;VFX_Actions_Prepare_Common_ActionSurge_EyeFX_L_01:Dummy_EyeFX_02::0:None::None::0:0::::;VFX_Actions_Prepare_Common_ActionSurge_CastFX_01:Dummy_CastFX::0:None::None::0:0::::;VFX_Actions_Prepare_Common_ActionSurge_EyeFX_R_01:Dummy_EyeFX_01::0:None::None::0:0::::;VFX_Actions_Prepare_Common_ActionSurge_HandFX_01:Dummy_L_HandFX,Dummy_R_HandFX::0:None::None::0:0::::"
data "CastEffect" "VFX_Actions_Cast_Common_ShoutSelf_ActionSurge_BodyFX_01:Dummy_BodyFX::0:None::None::0:0::::;VFX_Actions_Cast_Common_ShoutSelf_ActionSurge_Root_01:Dummy_Root:Cast:0:None::None::0:0::::;VFX_Actions_Cast_Common_ShoutSelf_ActionSurge_CastFX_01:Dummy_CastFX:Cast:0:None::None::0:0::::;VFX_Actions_Cast_Common_ShoutSelf_ActionSurge_EyeFX_01:Dummy_EyeFX_01,Dummy_EyeFX_02:Cast:0:None::None::0:0::::;VFX_Spells_Cast_Intent_Control_TargetAoE_Impact_PostProcess_Textkey_01::Cast:0:None::None::0:0::::;VFX_Actions_Cast_Common_ShoutSelf_ActionSurge_HandFX_01:Dummy_R_HandFX,Dummy_L_HandFX::0:None::None::0:0::::"
data "PreviewCursor" "Cast"
data "CastTextEvent" "Cast"
data "UseCosts" "BonusActionPoint:1;SpellSlot:1:1:2"
data "TargetConditions" "Self() and not Dead()"
data "CastSound" "Action_Cast_Surge"
data "SpellAnimationArcaneMagic" "dd86aa43-8189-4d9f-9a5c-454b5fe4a197(SPL_Arcane_Utility_Combat_01_Prepare);;bcc3b0d9-f04f-4448-aab0-e0ad641167cc(SPL_Somatic_Self_Combat_01_Cast);bf924cc6-8b39-4c3b-b1c0-eda264cf6150(SPL_Somatic_Self_Combat_01_Recover);;"
data "SpellAnimationDivineMagic" "dd86aa43-8189-4d9f-9a5c-454b5fe4a197(SPL_Arcane_Utility_Combat_01_Prepare);;bcc3b0d9-f04f-4448-aab0-e0ad641167cc(SPL_Somatic_Self_Combat_01_Cast);bf924cc6-8b39-4c3b-b1c0-eda264cf6150(SPL_Somatic_Self_Combat_01_Recover);;"
data "SpellAnimationNoneMagic" "dd86aa43-8189-4d9f-9a5c-454b5fe4a197(SPL_Arcane_Utility_Combat_01_Prepare);;bcc3b0d9-f04f-4448-aab0-e0ad641167cc(SPL_Somatic_Self_Combat_01_Cast);bf924cc6-8b39-4c3b-b1c0-eda264cf6150(SPL_Somatic_Self_Combat_01_Recover);;"
data "SpellFlags" "CannotTargetItems"
data "SpellFlags" "IsSpell;HasSomaticComponent"

// This is highly situational, not adding for now
//new entry "AGTT_Shout_SpellStance"
//type "SpellData"

new entry "AGTT_Target_SpikeGrowth"
type "SpellData"
data "SpellType" "Target"
data "TargetRadius" "46"
data "AreaRadius" "6"
data "Icon" "unknown"
data "DisplayName" "Spike Growth"
data "Description" "The ground twists and sprouts hard spikes and thorns. The area is covered in thorny vines for the duration of the spell."
data "UseCosts" "ActionPoint:1;SpellSlot:1:1:2"
data "VerbalIntent" "Control"
data "TargetConditions" "IsConcentrating(context.Source))"
data "PrepareEffect" "VFX_Action_Prepare_Intent_Control_EnsnaringStrike_Root_01,Detach:::0:None::None::0:0::::;VFX_Actions_Prepare_EnsnaringStrike_Weapon_01:Dummy_FX::0:None::None::0:0::::;VFX_Actions_Prepare_EnsnaringStrike_Weapon_Overlay_01:::0:None::None::0:0::::"
data "CastEffect" "VFX_Spells_Cast_Intent_Debuff_TrueStrike_Somatic_01_Dummy_HandFX_01:Dummy_R_HandFX:VFX_Somatic_01:0:None::None::0:0::::;VFX_Spells_Cast_Intent_Debuff_TrueStrike_Somatic_01_Dummy_CastFX:Dummy_CastFX:VFX_Somatic_02:0:None::None::0:0::::;VFX_Spells_Cast_Intent_Debuff_TrueStrike_Dummy_HandFX_01:Dummy_R_HandFX::0:None::None::0:0::::"
data "CastTextEvent" "Cast"
data "VocalComponentSound" "Vocal_Component_SurfaceCreationVines"
data "SpellProperties" "GROUND:CreateSurface(6,10,Vines)"
data "SpellAnimationArcaneMagic" "554a18f7-952e-494a-b301-7702a85d4bc9(SPL_Arcane_Control_Combat_01_Prepare);;09ae2f11-f5b4-42f5-ae16-687a5b57d500(SPL_Somatic_Aoe_Combat_01_Cast);10caea0e-c949-4d91-8ab7-3b50019dd054(SPL_Somatic_Aoe_Combat_01_Recover);;"
data "SpellAnimationDivineMagic" "554a18f7-952e-494a-b301-7702a85d4bc9(SPL_Arcane_Control_Combat_01_Prepare);;09ae2f11-f5b4-42f5-ae16-687a5b57d500(SPL_Somatic_Aoe_Combat_01_Cast);10caea0e-c949-4d91-8ab7-3b50019dd054(SPL_Somatic_Aoe_Combat_01_Recover);;"
data "SpellAnimationNoneMagic" "554a18f7-952e-494a-b301-7702a85d4bc9(SPL_Arcane_Control_Combat_01_Prepare);;09ae2f11-f5b4-42f5-ae16-687a5b57d500(SPL_Somatic_Aoe_Combat_01_Cast);10caea0e-c949-4d91-8ab7-3b50019dd054(SPL_Somatic_Aoe_Combat_01_Recover);;"
data "VerbalIntent" "Control"
data "SpellFlags" "IsSpell;IsConcentration;HasSomaticComponent"

// Can't create until we have a Barbarian Class
//new entry "AGTT_Shout_SustainRage"
//type "SpellData"
